ICD10,count
O36,105
O36.0,12
O36.1,10
O36.3,13
O36.4,14
O36.5,34
O36.6,7
O40,9
O41,41
O41.0,15
O41.1,13
O41.8,7
O42,14
O42.9,6
O43,120
O43.0,39
O43.1,29
O43.8,24
O43.9,14
O44,51
O44.0,18
O44.1,32
O45,31
O45.9,22
O46,28
O46.0,11
O46.8,11
O47,14
O47.9,7
O48,9
O60,9
O61,12
O62,95
O62.0,15
O62.1,11
O62.2,16
O62.3,6
O62.4,36
O62.9,8
O63,23
O63.1,6
O63.9,9
O64,60
O64.0,11
O64.1,6
O64.4,11
O64.8,11
O64.9,10
O65,123
O65.0,21
O65.1,6
O65.4,6
O65.5,75
O66,53
O66.0,8
O66.2,6
O66.3,12
O66.5,8
O66.9,8
O67,32
O67.0,14
O67.8,10
O67.9,7
O68,22
O69,56
O69.0,8
O69.2,10
O69.5,10
O69.8,8
O70,73
O70.0,23
O70.1,16
O70.2,13
O70.3,12
O70.9,8
O71,120
O71.1,11
O71.3,12
O71.4,7
O71.5,36
O71.6,14
O71.7,11
O71.8,7
O71.9,12
O72,71
O72.0,24
O72.1,7
O72.2,23
O72.3,15
O73,28
O73.0,17
O73.1,10
O74,42
O74.8,7
O75,50
O75.1,8
O75.4,6
O75.6,6
O75.8,7
O80,14
O80.9,7
O81,19
O81.4,6
O82,17
O83,33
O83.2,6
O83.4,10
O84,12
O85,33
O86,79
O86.0,9
O86.1,31
O86.2,21
O86.4,8
O86.8,6
O87,43
O87.0,6
O87.1,18
O87.8,7
O88,48
O88.0,8
O88.1,6
O88.2,17
O88.3,10
O88.8,6
O89,36
O89.0,7
O89.8,6
O90,83
O90.0,7
O90.1,15
O90.2,7
O90.3,15
O90.4,10
O90.8,21
O91,44
O91.0,14
O91.1,15
O91.2,14
O92,47
O92.2,11
O92.6,6
O92.7,7
O95,11
O96,2
O97,3
O98,34
O98.6,6
O99,146
O99.0,11
O99.3,66
O99.4,42
O99.8,16
P00,110
P00.0,14
P00.1,19
P00.2,16
P00.3,10
P00.4,18
P00.8,15
P01,66
P01.4,7
P01.5,15
P01.7,11
P01.8,12
P02,92
P02.0,6
P02.1,27
P02.2,11
P02.5,9
P02.6,16
P02.7,7
P03,222
P03.0,8
P03.1,83
P03.5,9
P03.6,36
P03.8,70
P04,35
P04.0,6
P04.1,6
P05,26
P05.0,8
P05.9,10
P07,23
P07.3,9
P08,16
P10,37
P10.1,9
P10.8,6
P11,47
P11.1,6
P11.3,13
P11.5,12
P12,18
P13,28
P14,59
P14.0,7
P14.3,35
P14.9,7
P15,51
P15.3,6
P15.5,10
P15.8,8
P15.9,6
P20,12
P21,24
P21.1,6
P21.9,12
P22,51
P22.0,37
P22.8,9
P23,28
P23.6,6
P24,52
P24.0,31
P24.1,9
P24.9,6
P25,19
P26,11
P27,30
P27.0,7
P27.1,17
P28,66
P28.0,20
P28.1,7
P28.4,8
P28.5,15
P28.8,7
P29,58
P29.0,6
P29.1,9
P29.3,29
P29.8,7
P35,129
P35.0,20
P35.1,24
P35.2,13
P35.8,65
P36,33
P36.1,6
P37,78
P37.1,32
P37.2,6
P37.5,21
P38,9
P39,67
P39.0,9
P39.1,20
P39.3,12
P39.8,11
P39.9,6
P50,23
P51,14
P51.9,6
P52,31
P52.4,6
P52.8,6
P53,17
P54,40
P54.3,6
P54.5,7
P54.8,10
P55,84
P55.0,14
P55.1,11
P55.8,21
P55.9,38
P56,55
P56.0,29
P56.9,25
P57,43
P57.0,23
P57.9,17
P58,20
P59,51
P59.0,6
P59.8,22
P59.9,13
P60,17
P61,74
P61.0,14
P61.1,16
P61.2,7
P61.3,6
P61.5,13
P61.6,6
P70,88
P70.0,8
P70.1,7
P70.2,62
P71,18
P72,52
P72.1,12
P72.2,32
P74,35
P74.5,9
P74.8,7
P75,1
P76,27
P76.0,16
P77,3
P78,200
P78.0,17
P78.3,170
P80,12
P81,12
P83,76
P83.2,27
P83.4,16
P83.8,15
P90,3
P91,51
P91.2,34
P92,23
P93,5
P94,14
P94.2,6
P95,8
P96,102
P96.0,27
P96.1,49
P96.8,8
Q00,47
Q00.0,31
Q00.1,6
Q00.2,9
Q01,56
Q01.0,15
Q01.1,12
Q01.2,12
Q01.8,17
Q01.9,28
Q02,61
Q03,133
Q03.0,49
Q03.1,68
Q03.8,17
Q03.9,14
Q04,1355
Q04.0,52
Q04.2,88
Q04.3,940
Q04.5,17
Q04.6,13
Q04.8,238
Q04.9,11
Q05,110
Q05.0,22
Q05.1,29
Q05.2,27
Q05.3,25
Q05.4,53
Q05.5,21
Q05.6,26
Q05.7,25
Q05.8,24
Q05.9,53
Q06,68
Q06.1,9
Q06.2,9
Q06.4,14
Q06.8,15
Q06.9,12
Q07,170
Q07.0,21
Q07.8,138
Q07.9,10
Q10,212
Q10.0,7
Q10.1,16
Q10.3,110
Q10.4,24
Q10.5,30
Q10.6,17
Q11,200
Q11.0,71
Q11.1,8
Q11.2,124
Q12,899
Q12.0,830
Q12.1,14
Q12.2,26
Q12.3,15
Q12.8,8
Q13,249
Q13.0,19
Q13.1,20
Q13.2,13
Q13.3,10
Q13.4,68
Q13.8,115
Q14,169
Q14.0,7
Q14.1,79
Q14.2,34
Q14.3,7
Q14.8,39
Q15,157
Q15.0,17
Q15.8,136
Q16,103
Q16.0,6
Q16.1,23
Q16.3,22
Q16.4,12
Q16.5,33
Q16.9,8
Q17,59
Q17.0,10
Q17.3,10
Q17.4,6
Q17.8,21
Q18,274
Q18.0,42
Q18.1,10
Q18.2,26
Q18.4,16
Q18.8,162
Q18.9,9
Q20,360
Q20.0,22
Q20.1,70
Q20.2,7
Q20.3,108
Q20.4,19
Q20.5,72
Q20.6,11
Q20.8,65
Q21,561
Q21.0,88
Q21.1,276
Q21.2,100
Q21.3,32
Q21.4,18
Q21.8,11
Q21.9,36
Q22,183
Q22.2,39
Q22.3,10
Q22.4,28
Q22.5,47
Q22.6,29
Q22.8,26
Q23,164
Q23.0,15
Q23.1,39
Q23.2,22
Q23.3,45
Q23.4,14
Q23.8,26
Q24,342
Q24.0,8
Q24.1,6
Q24.2,20
Q24.3,28
Q24.4,14
Q24.5,84
Q24.6,11
Q24.8,122
Q24.9,48
Q25,273
Q25.0,29
Q25.1,27
Q25.2,21
Q25.3,18
Q25.4,76
Q25.5,14
Q25.6,15
Q25.7,60
Q25.8,14
Q26,207
Q26.0,12
Q26.1,20
Q26.2,37
Q26.3,20
Q26.4,13
Q26.5,8
Q26.8,115
Q26.9,22
Q27,159
Q27.0,8
Q27.1,8
Q27.2,6
Q27.3,53
Q27.4,8
Q27.8,59
Q27.9,15
Q28,186
Q28.1,15
Q28.2,75
Q28.3,54
Q28.8,26
Q28.9,12
Q30,120
Q30.0,35
Q30.1,25
Q30.2,10
Q30.3,7
Q30.8,50
Q30.9,8
Q31,117
Q31.0,28
Q31.1,8
Q31.2,6
Q31.8,59
Q31.9,6
Q32,127
Q32.1,99
Q32.4,17
Q33,208
Q33.0,107
Q33.2,32
Q33.4,8
Q33.6,6
Q33.8,40
Q34,705
Q34.8,693
Q35,80
Q35.1,24
Q35.3,31
Q35.5,21
Q35.7,36
Q35.9,39
Q36,53
Q36.0,11
Q36.1,28
Q36.9,31
Q37,33
Q37.0,8
Q37.1,9
Q37.2,9
Q37.3,9
Q37.4,11
Q37.5,10
Q37.8,9
Q37.9,9
Q38,181
Q38.0,35
Q38.1,15
Q38.3,43
Q38.4,45
Q38.5,12
Q38.6,16
Q38.8,7
Q39,111
Q39.0,30
Q39.1,10
Q39.2,15
Q39.5,13
Q39.6,14
Q39.8,19
Q40,112
Q40.0,57
Q40.1,18
Q40.2,22
Q40.8,6
Q41,72
Q41.0,35
Q41.1,43
Q41.2,32
Q41.8,30
Q41.9,35
Q42,115
Q42.0,15
Q42.1,14
Q42.2,17
Q42.3,43
Q42.8,19
Q42.9,17
Q43,327
Q43.0,31
Q43.1,122
Q43.2,6
Q43.3,36
Q43.4,17
Q43.8,84
Q43.9,21
Q44,188
Q44.0,11
Q44.1,17
Q44.2,46
Q44.4,20
Q44.5,28
Q44.6,10
Q44.7,50
Q45,76
Q45.1,7
Q45.2,10
Q45.3,14
Q45.8,34
Q50,119
Q50.3,12
Q50.4,61
Q50.5,55
Q50.6,29
Q51,237
Q51.0,7
Q51.1,20
Q51.2,35
Q51.3,17
Q51.4,43
Q51.5,7
Q51.7,10
Q51.8,90
Q52,147
Q52.0,13
Q52.1,15
Q52.3,10
Q52.4,25
Q52.6,9
Q52.7,29
Q52.8,33
Q53,39
Q53.1,6
Q53.2,6
Q53.9,25
Q54,26
Q54.2,8
Q54.3,7
Q54.9,7
Q55,186
Q55.0,13
Q55.2,18
Q55.4,41
Q55.5,14
Q55.6,27
Q55.8,61
Q56,260
Q56.0,30
Q56.1,152
Q56.2,48
Q56.3,27
Q60,118
Q60.0,17
Q60.1,10
Q60.3,9
Q60.4,56
Q60.5,7
Q60.6,20
Q61,360
Q61.1,25
Q61.3,28
Q61.4,30
Q61.5,136
Q61.9,126
Q62,70
Q62.1,11
Q62.2,16
Q62.3,10
Q62.6,6
Q62.7,8
Q62.8,8
Q63,91
Q63.0,6
Q63.1,7
Q63.2,11
Q63.8,59
Q64,133
Q64.1,10
Q64.2,9
Q64.3,24
Q64.4,27
Q64.7,45
Q65,64
Q65.8,37
Q66,166
Q66.0,41
Q66.3,6
Q66.5,9
Q66.6,7
Q66.8,124
Q66.9,6
Q67,83
Q67.3,10
Q67.4,48
Q67.5,7
Q67.8,6
Q68,214
Q68.0,6
Q68.1,70
Q68.2,15
Q68.3,11
Q68.4,15
Q68.5,11
Q68.8,112
Q69,257
Q69.0,101
Q69.1,82
Q69.2,103
Q69.9,22
Q70,213
Q70.0,75
Q70.1,62
Q70.2,60
Q70.3,75
Q70.4,22
Q70.9,65
Q71,400
Q71.0,27
Q71.1,37
Q71.2,31
Q71.3,115
Q71.4,44
Q71.5,38
Q71.6,82
Q71.8,99
Q71.9,18
Q72,262
Q72.0,25
Q72.1,31
Q72.2,31
Q72.3,33
Q72.4,39
Q72.5,47
Q72.6,29
Q72.7,37
Q72.8,69
Q72.9,19
Q73,364
Q73.0,42
Q73.1,13
Q73.8,330
Q74,829
Q74.0,264
Q74.1,60
Q74.2,115
Q74.3,62
Q74.8,322
Q75,607
Q75.0,145
Q75.1,66
Q75.4,192
Q75.8,191
Q75.9,6
Q76,303
Q76.0,20
Q76.1,56
Q76.3,52
Q76.4,90
Q76.5,9
Q76.6,12
Q76.7,27
Q76.8,29
Q77,1603
Q77.0,6
Q77.1,63
Q77.2,259
Q77.3,191
Q77.4,36
Q77.5,14
Q77.6,28
Q77.7,609
Q77.8,399
Q78,1200
Q78.0,256
Q78.1,19
Q78.2,158
Q78.3,34
Q78.4,69
Q78.5,101
Q78.6,42
Q78.8,488
Q78.9,33
Q79,645
Q79.1,16
Q79.2,26
Q79.3,17
Q79.4,39
Q79.5,6
Q79.6,423
Q79.8,101
Q79.9,12
Q80,649
Q80.0,36
Q80.1,24
Q80.2,242
Q80.3,50
Q80.4,43
Q80.8,227
Q81,610
Q81.0,285
Q81.1,35
Q81.2,175
Q81.8,124
Q81.9,22
Q82,2291
Q82.0,97
Q82.1,258
Q82.2,90
Q82.3,16
Q82.4,189
Q82.5,229
Q82.8,1402
Q82.9,9
Q83,60
Q83.0,9
Q83.1,13
Q83.8,11
Q84,447
Q84.0,76
Q84.1,85
Q84.2,74
Q84.3,6
Q84.4,39
Q84.6,89
Q84.8,69
Q85,370
Q85.0,95
Q85.1,54
Q85.8,211
Q85.9,10
Q86,259
Q86.1,25
Q86.2,46
Q86.8,182
Q87,9924
Q87.0,1762
Q87.1,1204
Q87.2,711
Q87.3,345
Q87.4,31
Q87.5,450
Q87.8,5438
Q89,283
Q89.0,35
Q89.1,34
Q89.2,62
Q89.3,61
Q89.4,14
Q89.7,34
Q89.8,35
Q89.9,7
Q90,41
Q90.9,27
Q91,75
Q91.0,28
Q91.1,30
Q91.2,29
Q91.3,29
Q91.4,20
Q91.5,22
Q91.6,21
Q91.7,21
Q92,1210
Q92.1,208
Q92.2,127
Q92.3,794
Q92.6,19
Q92.7,18
Q92.8,26
Q92.9,8
Q93,2874
Q93.0,38
Q93.1,12
Q93.2,359
Q93.3,75
Q93.4,57
Q93.5,2335
Q93.6,7
Q93.7,9
Q93.8,42
Q93.9,9
Q95,28
Q95.2,8
Q96,125
Q96.0,40
Q96.3,44
Q96.4,13
Q96.8,22
Q96.9,49
Q97,79
Q97.1,58
Q97.8,7
Q98,184
Q98.0,27
Q98.1,15
Q98.4,26
Q98.5,27
Q98.6,38
Q98.7,32
Q98.8,32
Q99,605
Q99.0,13
Q99.1,17
Q99.2,18
Q99.8,550
Q99.9,6
R00,23
R00.8,9
R01,16
R01.0,6
R01.2,7
R02,25
R03,9
R04,33
R04.0,18
R05,8
R06,49
R06.0,7
R06.4,8
R06.8,21
R07,19
R07.2,7
R07.3,6
R09,45
R09.0,7
R09.1,7
R09.2,6
R09.8,19
R10,54
R10.0,6
R10.1,19
R10.4,18
R11,16
R12,3
R13,5
R14,11
R15,5
R16,14
R17,4
R18,8
R19,44
R19.0,13
R19.5,6
R19.8,8
R20,45
R20.0,7
R20.2,7
R20.8,25
R21,9
R22,30
R22.2,7
R23,40
R23.3,6
R23.4,8
R23.8,17
R25,28
R25.2,7
R25.8,13
R26,21
R26.8,7
R27,15
R27.8,10
R29,46
R29.0,7
R29.2,7
R29.3,6
R29.8,21
R30,9
R31,15
R32,10
R33,5
R34,11
R35,13
R36,4
R39,24
R39.1,9
R39.8,6
R40,11
R41,67
R41.3,18
R41.8,36
R42,13
R43,21
R43.1,7
R43.8,8
R44,15
R45,29
R45.0,6
R46,25
R47,25
R47.0,12
R47.8,9
R48,53
R48.1,17
R48.2,14
R48.8,24
R49,18
R49.8,8
R50,25
R50.9,19
R51,4
R52,12
R53,51
R54,32
R55,18
R56,22
R56.8,18
R57,17
R57.9,8
R58,19
R59,30
R59.0,14
R59.1,8
R59.9,7
R60,17
R60.9,8
R61,12
R61.9,7
R62,22
R62.8,13
R63,40
R63.1,8
R63.2,8
R63.3,10
R64,4
R68,42
R68.8,28
R69,12
R70,6
R71,4
R72,3
R73,52
R73.0,38
R73.9,13
R74,13
R74.8,7
R75,7
R76,21
R76.2,7
R77,20
R77.0,9
R78,26
R79,15
R79.0,6
R79.8,6
R80,17
R81,2
R82,72
R82.1,24
R82.3,9
R82.7,6
R82.9,14
R83,2
R84,9
R85,4
R86,5
R87,8
R89,19
R90,5
R91,20
R92,2
R93,34
R93.8,6
R94,41
R94.1,9
R94.3,6
R94.8,8
R95,35
R96,11
R96.0,6
R98,4
R99,7
S00,89
S00.0,8
S00.1,9
S00.2,6
S00.4,6
S00.5,10
S00.8,17
S01,50
S01.1,10
S01.5,10
S01.8,13
S02,58
S02.0,8
S02.1,10
S02.7,7
S03,20
S04,55
S04.0,7
S04.3,6
S04.8,15
S05,122
S05.0,10
S05.1,11
S05.2,15
S05.3,8
S05.4,8
S05.5,10
S05.6,11
S05.8,36
S05.9,8
S06,93
S06.0,11
S06.2,20
S06.3,14
S06.8,22
S07,15
S07.0,6
S08,15
S09,67
S09.2,7
S09.9,43
S10,25
S10.0,6
S10.1,7
S11,21
S11.8,6
S12,51
S12.1,6
S12.8,32
S13,33
S13.1,8
S13.4,9
S14,26
S14.3,6
S14.5,6
S15,16
S16,2
S17,8
S18,4
S19,16
S19.8,9
S20,27
S21,19
S22,29
S22.5,6
S23,31
S23.2,8
S23.4,9
S24,25
S24.4,8
S25,26
S26,16
S26.8,7
S27,57
S27.2,7
S27.7,8
S27.8,16
S27.9,6
S28,8
S29,16
S29.9,8
S30,68
S30.0,6
S30.1,8
S30.2,17
S30.8,27
S31,60
S31.0,15
S31.1,10
S31.3,6
S31.4,10
S31.8,7
S32,30
S32.7,7
S33,39
S33.1,6
S33.2,6
S33.7,11
S34,43
S34.3,6
S34.5,12
S34.6,6
S35,46
S35.2,8
S35.7,7
S35.8,6
S35.9,6
S36,52
S36.1,9
S36.5,6
S36.8,7
S37,70
S37.2,11
S37.6,11
S37.8,23
S38,25
S38.0,7
S38.1,6
S38.2,8
S39,49
S39.0,7
S39.8,6
S39.9,27
S40,21
S40.7,7
S41,14
S42,49
S42.1,11
S42.2,9
S42.4,10
S42.7,6
S43,30
S43.0,8
S44,27
S44.7,6
S45,24
S45.9,6
S46,21
S47,5
S48,9
S49,14
S50,15
S51,10
S52,41
S52.0,7
S52.5,7
S52.7,6
S53,17
S54,14
S55,15
S56,19
S57,7
S58,7
S59,11
S60,29
S60.9,6
S61,20
S62,45
S62.1,11
S62.2,6
S63,48
S63.0,11
S63.1,7
S63.3,6
S63.6,6
S63.7,7
S64,31
S65,25
S66,25
S67,9
S68,17
S69,16
S69.9,7
S70,17
S71,12
S72,32
S72.0,10
S72.1,6
S73,16
S73.1,10
S74,28
S74.1,7
S75,20
S75.7,6
S76,20
S76.7,6
S77,7
S78,9
S79,12
S80,21
S80.7,8
S81,15
S81.7,6
S82,37
S82.1,8
S83,53
S83.1,6
S83.2,14
S83.4,7
S83.6,12
S84,13
S85,22
S86,19
S86.0,6
S87,5
S88,7
S89,9
S90,31
S90.7,6
S90.9,9
S91,15
S92,28
S93,39
S93.0,7
S93.3,7
S93.4,7
S94,29
S95,17
S96,19
S97,11
S97.8,6
S98,13
S99,14
S99.9,6
T00,32
T00.8,14
T01,29
T01.8,8
T02,40
T02.1,7
T02.7,6
T02.8,7
T03,49
T03.3,6
T03.4,9
T03.8,16
T04,37
T04.7,6
T04.8,9
T05,25
T06,34
T06.5,10
T07,2
T08,2
T09,43
T09.2,8
T09.3,12
T09.4,8
T10,2
T11,29
T12,2
T13,26
T14,88
T14.0,20
T14.1,7
T14.3,11
T14.4,7
T14.5,11
T14.6,7
T14.7,8
T14.9,9
T15,20
T15.1,7
T16,4
T17,94
T17.0,9
T17.1,6
T17.2,16
T17.5,6
T17.8,17
T17.9,30
T18,47
T18.0,7
T18.2,6
T18.3,8
T18.4,6
T18.9,9
T19,19
T19.8,6
T20,25
T21,49
T22,18
T23,18
T24,18
T25,15
T26,36
T27,27
T28,48
T28.0,6
T28.2,7
T28.5,6
T28.7,8
T28.8,6
T29,33
T30,13
T31,21
T32,21
T33,31
T34,29
T35,31
T35.5,8
T36,11
T37,27
T37.2,15
T38,25
T38.0,12
T39,9
T40,19
T41,16
T42,11
T43,16
T43.0,7
T44,9
T45,23
T45.1,7
T45.2,6
T46,18
T46.0,7
T47,11
T48,11
T49,12
T50,37
T50.9,21
T51,20
T51.1,13
T52,12
T53,10
T54,7
T55,1
T56,103
T56.0,27
T56.1,51
T56.8,16
T57,14
T57.2,8
T58,4
T59,20
T59.9,7
T60,17
T60.3,10
T61,33
T61.1,6
T61.2,10
T61.9,6
T62,38
T62.2,18
T62.8,6
T62.9,6
T63,89
T63.0,18
T63.2,8
T63.3,6
T63.4,15
T63.6,21
T63.9,7
T64,1
T65,21
T65.9,8
T66,45
T67,57
T67.0,15
T67.4,6
T67.9,8
T68,3
T69,33
T69.8,13
T69.9,12
T70,83
T70.0,8
T70.1,6
T70.2,34
T70.3,19
T70.8,8
T71,27
T73,36
T73.0,13
T73.1,8
T73.3,6
T74,38
T74.0,13
T74.1,6
T74.9,8
T75,77
T75.1,14
T75.2,11
T75.3,32
T75.8,9
T78,183
T78.2,8
T78.3,103
T78.4,60
T79,75
T79.4,12
T79.5,8
T79.6,16
T79.7,7
T80,85
T80.1,8
T80.2,12
T80.4,7
T80.5,9
T80.6,26
T80.8,6
T80.9,8
T81,134
T81.0,8
T81.1,12
T81.2,15
T81.3,14
T81.4,17
T81.5,14
T81.6,7
T81.7,14
T81.8,29
T82,242
T82.0,13
T82.1,11
T82.2,20
T82.3,11
T82.4,10
T82.5,32
T82.6,9
T82.7,43
T82.8,63
T82.9,29
T83,144
T83.0,11
T83.1,16
T83.2,9
T83.3,12
T83.4,14
T83.5,15
T83.6,13
T83.8,39
T83.9,15
T84,134
T84.0,11
T84.1,8
T84.2,8
T84.3,16
T84.4,12
T84.5,8
T84.6,6
T84.7,16
T84.8,36
T84.9,13
T85,301
T85.0,12
T85.1,10
T85.2,10
T85.3,14
T85.4,9
T85.5,12
T85.6,48
T85.7,59
T85.8,91
T85.9,35
T86,139
T86.0,80
T86.1,6
T86.2,8
T86.3,9
T86.8,25
T86.9,6
T87,37
T87.6,9
T88,113
T88.0,11
T88.1,6
T88.2,9
T88.3,30
T88.5,13
T88.7,15
T88.8,8
T88.9,10
T90,39
T90.8,12
T91,54
T91.0,7
T91.8,29
T92,30
T93,27
T94,31
T94.0,14
T94.1,16
T95,25
T95.8,7
T96,3
T97,3
T98,10
V01,1
V02,1
V03,1
V04,1
V05,1
V06,1
V09,6
V10,1
V11,1
V12,1
V13,1
V14,1
V15,1
V16,1
V17,1
V18,1
V19,10
V20,1
V21,1
V22,1
V23,1
V24,1
V25,1
V26,1
V27,1
V28,1
V29,10
V30,1
V31,1
V32,1
V33,1
V34,1
V35,1
V36,1
V37,1
V38,1
V39,10
V40,1
V41,1
V42,1
V43,1
V44,1
V45,1
V46,1
V47,1
V48,1
V49,10
V50,1
V51,1
V52,1
V53,1
V54,1
V55,1
V56,1
V57,1
V58,1
V59,10
V60,1
V61,1
V62,1
V63,1
V64,1
V65,1
V66,1
V67,1
V68,1
V69,10
V70,1
V71,1
V72,1
V73,1
V74,1
V75,1
V76,1
V77,1
V78,1
V79,10
V80,11
V81,10
V82,11
V83,10
V84,10
V85,9
V86,10
V87,11
V88,11
V89,6
V90,1
V91,1
V92,1
V93,1
V94,1
V95,8
V96,6
V97,6
V98,1
V99,1
W00,1
W01,1
W02,1
W03,1
W04,1
W05,1
W06,1
W07,1
W08,1
W09,1
W10,1
W11,1
W12,1
W13,1
W14,1
W15,1
W16,1
W17,1
W18,1
W19,1
W20,1
W21,1
W22,1
W23,1
W24,1
W25,1
W26,1
W27,1
W28,1
W29,1
W30,1
W31,1
W32,1
W33,1
W34,1
W35,1
W36,1
W37,1
W38,1
W39,1
W40,1
W41,1
W42,1
W43,1
W44,1
W45,1
W49,1
W50,1
W51,1
W52,1
W53,1
W54,1
W55,1
W56,1
W57,1
W58,1
W59,1
W60,1
W64,1
W65,1
W66,1
W67,1
W68,1
W69,1
W70,1
W73,1
W74,1
W75,1
W76,1
W77,1
W78,1
W79,1
W80,1
W81,1
W83,1
W84,1
W85,1
W86,1
W87,1
W88,1
W89,1
W90,1
W91,1
W92,1
W93,1
W94,1
W99,1
X00,1
X01,1
X02,1
X03,1
X04,1
X05,1
X06,1
X08,1
X09,1
X10,1
X11,1
X12,1
X13,1
X14,1
X15,1
X16,1
X17,1
X18,1
X19,1
X20,1
X21,1
X22,1
X23,1
X24,1
X25,1
X26,1
X27,1
X28,1
X29,1
X30,1
X31,1
X32,1
X33,1
X34,1
X35,1
X36,1
X37,1
X38,1
X39,1
X40,1
X41,1
X42,1
X43,1
X44,1
X45,1
X46,1
X47,1
X48,1
X49,1
X50,1
X51,1
X52,1
X53,1
X54,1
X57,1
X58,1
X59,1
X60,1
X61,1
X62,1
X63,1
X64,1
X65,1
X66,1
X67,1
X68,1
X69,1
X70,1
X71,1
X72,1
X73,1
X74,1
X75,1
X76,1
X77,1
X78,1
X79,1
X80,1
X81,1
X82,1
X83,1
X84,1
X85,1
X86,1
X87,1
X88,1
X89,1
X90,1
X91,1
X92,1
X93,1
X94,1
X95,1
X96,1
X97,1
X98,1
X99,1
Y00,1
Y01,1
Y02,1
Y03,1
Y04,1
Y05,1
Y06,6
Y07,7
Y08,1
Y09,1
Y10,1
Y11,1
Y12,1
Y13,1
Y14,1
Y15,1
Y16,1
Y17,1
Y18,1
Y19,1
Y20,1
Y21,1
Y22,1
Y23,1
Y24,1
Y25,1
Y26,1
Y27,1
Y28,1
Y29,1
Y30,1
Y31,1
Y32,1
Y33,1
Y34,1
Y35,9
Y36,10
Y40,10
Y41,9
Y42,11
Y43,10
Y44,10
Y45,9
Y46,10
Y47,9
Y48,7
Y49,11
Y50,6
Y51,9
Y52,11
Y53,11
Y54,11
Y55,9
Y56,11
Y57,11
Y58,10
Y59,7
Y60,11
Y61,11
Y62,10
Y63,10
Y64,5
Y65,8
Y66,1
Y69,1
Y70,1
Y71,1
Y72,1
Y73,1
Y74,1
Y75,1
Y76,1
Y77,1
Y78,1
Y79,1
Y80,1
Y81,1
Y82,1
Y83,10
Y84,11
Y85,3
Y86,1
Y87,4
Y88,5
Y89,4
Y90,11
Y91,5
Y95,1
Y96,1
Y97,1
Y98,1
Z00,45
Z00.0,7
Z00.1,11
Z00.3,7
Z01,51
Z01.4,9
Z01.5,8
Z01.6,7
Z02,35
Z02.8,11
Z03,64
Z03.2,13
Z03.4,7
Z03.6,8
Z03.8,10
Z03.9,7
Z04,39
Z04.8,6
Z08,23
Z09,19
Z10,19
Z10.8,8
Z11,69
Z11.0,7
Z11.2,8
Z11.5,14
Z11.6,13
Z11.8,12
Z12,30
Z12.8,8
Z13,80
Z13.0,7
Z13.3,8
Z13.5,6
Z13.6,6
Z13.7,7
Z13.8,32
Z20,61
Z20.0,6
Z20.2,10
Z20.6,7
Z20.7,9
Z20.8,12
Z21,5
Z22,30
Z23,19
Z24,15
Z25,9
Z26,9
Z27,14
Z28,18
Z29,15
Z30,58
Z30.0,7
Z30.2,6
Z30.3,6
Z30.4,10
Z30.5,16
Z31,28
Z31.2,6
Z31.4,6
Z32,11
Z32.1,7
Z33,3
Z34,9
Z35,64
Z35.1,10
Z35.2,13
Z35.3,8
Z35.8,9
Z36,23
Z37,19
Z38,19
Z39,15
Z40,11
Z41,24
Z41.1,7
Z42,22
Z43,22
Z43.6,6
Z44,17
Z45,25
Z45.0,8
Z46,36
Z46.5,6
Z47,31
Z47.0,11
Z47.8,17
Z48,15
Z48.0,7
Z49,19
Z49.0,8
Z49.1,6
Z50,57
Z50.1,8
Z50.2,11
Z50.3,9
Z50.4,6
Z50.7,7
Z50.8,6
Z51,31
Z51.8,7
Z52,21
Z53,20
Z54,20
Z55,35
Z55.4,7
Z55.8,10
Z56,67
Z56.4,8
Z56.6,32
Z56.7,6
Z57,40
Z57.8,7
Z58,38
Z58.1,7
Z58.5,8
Z58.8,6
Z59,80
Z59.0,17
Z59.1,9
Z59.2,7
Z59.6,8
Z59.8,14
Z59.9,9
Z60,48
Z60.0,6
Z60.3,8
Z60.4,8
Z60.5,12
Z61,41
Z61.2,6
Z62,26
Z63,60
Z63.0,7
Z63.1,6
Z63.5,8
Z63.6,6
Z63.8,14
Z64,21
Z64.4,9
Z65,37
Z65.3,6
Z65.4,9
Z70,20
Z70.1,6
Z71,67
Z71.1,8
Z71.3,13
Z71.4,7
Z71.5,7
Z71.6,6
Z71.8,7
Z71.9,8
Z72,28
Z72.8,6
Z73,36
Z73.1,8
Z73.3,7
Z74,38
Z74.0,12
Z74.2,11
Z75,34
Z75.5,6
Z76,26
Z80,26
Z81,27
Z81.8,12
Z82,30
Z83,24
Z84,16
Z85,27
Z86,32
Z86.4,7
Z87,30
Z87.8,9
Z88,62
Z88.1,11
Z88.4,12
Z88.8,10
Z88.9,6
Z89,45
Z89.3,6
Z89.8,11
Z90,61
Z90.0,10
Z90.4,13
Z90.7,18
Z91,44
Z91.5,17
Z91.8,7
Z92,31
Z92.1,6
Z92.2,10
Z93,33
Z93.6,7
Z94,26
Z95,41
Z95.5,6
Z95.8,12
Z96,61
Z96.0,6
Z96.2,11
Z96.6,8
Z96.7,6
Z96.8,9
Z97,24
Z98,26
Z98.1,10
Z98.2,7
Z99,15
